"site_id","latitude","longitude","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","ind_phen","phenophase","state","first_yes_date","yeartype","dop","year","ind_phen_year","series_yrs"
1419,42.011166,-88.503304,288,"Bombus","spp.","bumblebee","Animalia",10284,312,"Flower visitation",2016,6,17,169,2457557,13,"10284_Flower visitation","Feeding","IL",2016-06-17,"calendar",169,2016,"10284_Flower visitation_2016",12
1419,42.011166,-88.503304,288,"Bombus","spp.","bumblebee","Animalia",10284,327,"Adults",2016,4,16,107,2457495,1,"10284_Adults","Adults observed","IL",2016-04-16,"calendar",107,2016,"10284_Adults_2016",13
2803,39.971001,-105.397003,288,"Bombus","spp.","bumblebee","Animalia",16049,312,"Flower visitation",2016,5,29,150,2457538,2,"16049_Flower visitation","Feeding","CO",2016-05-29,"calendar",150,2016,"16049_Flower visitation_2016",15
2803,39.971001,-105.397003,288,"Bombus","spp.","bumblebee","Animalia",16049,327,"Adults",2016,5,6,127,2457515,5,"16049_Adults","Adults observed","CO",2016-05-06,"calendar",127,2016,"16049_Adults_2016",14
8496,46.328629,-96.061256,396,"Danaus","plexippus","monarch","Animalia",25783,312,"Flower visitation",2016,8,4,217,2457605,7,"25783_Flower visitation","Feeding","MN",2016-08-04,"calendar",217,2016,"25783_Flower visitation_2016",10
8496,46.328629,-96.061256,396,"Danaus","plexippus","monarch","Animalia",25783,327,"Adults",2016,6,24,176,2457564,9,"25783_Adults","Adults observed","MN",2016-06-24,"calendar",176,2016,"25783_Adults_2016",11
8736,44.903229,-93.217445,288,"Bombus","spp.","bumblebee","Animalia",28350,312,"Flower visitation",2016,5,5,126,2457514,2,"28350_Flower visitation","Feeding","MN",2016-05-05,"calendar",126,2016,"28350_Flower visitation_2016",9
8736,44.903229,-93.217445,288,"Bombus","spp.","bumblebee","Animalia",28350,327,"Adults",2016,4,16,107,2457495,1,"28350_Adults","Adults observed","MN",2016-04-16,"calendar",107,2016,"28350_Adults_2016",10
8736,44.903229,-93.217445,391,"Pieris","rapae","cabbage white","Animalia",28351,327,"Adults",2016,5,6,127,2457515,3,"28351_Adults","Adults observed","MN",2016-05-06,"calendar",127,2016,"28351_Adults_2016",10
8736,44.903229,-93.217445,396,"Danaus","plexippus","monarch","Animalia",28352,312,"Flower visitation",2016,7,3,185,2457573,4,"28352_Flower visitation","Feeding","MN",2016-07-03,"calendar",185,2016,"28352_Flower visitation_2016",10
8736,44.903229,-93.217445,396,"Danaus","plexippus","monarch","Animalia",28352,327,"Adults",2016,7,3,185,2457573,4,"28352_Adults","Adults observed","MN",2016-07-03,"calendar",185,2016,"28352_Adults_2016",10
8736,44.903229,-93.217445,393,"Vanessa","atalanta","red admiral","Animalia",28355,327,"Adults",2016,5,6,127,2457515,1,"28355_Adults","Adults observed","MN",2016-05-06,"calendar",127,2016,"28355_Adults_2016",9
8418,32.363758,-94.873947,288,"Bombus","spp.","bumblebee","Animalia",30797,312,"Flower visitation",2016,3,13,73,2457461,11,"30797_Flower visitation","Feeding","TX",2016-03-13,"calendar",73,2016,"30797_Flower visitation_2016",11
8418,32.363758,-94.873947,288,"Bombus","spp.","bumblebee","Animalia",30797,327,"Adults",2016,3,13,73,2457461,11,"30797_Adults","Adults observed","TX",2016-03-13,"calendar",73,2016,"30797_Adults_2016",11
10145,42.602543,-83.250992,288,"Bombus","spp.","bumblebee","Animalia",38858,327,"Adults",2016,5,5,126,2457514,1,"38858_Adults","Adults observed","MI",2016-05-05,"calendar",126,2016,"38858_Adults_2016",13
