"site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","ind_phen","phenophase","resident","present_jan1","ind_phen_year","series_yrs"
8496,46.328629,-96.061256,393,"MN",1124,"Tachycineta","bicolor","tree swallow","Animalia",25899,292,"Live individuals",2014,5,5,125,2456783,6,2014,5,11,131,2456789,22,"25899_Live individuals","Adults observed",FALSE,0,"25899_Live individuals_2014",14
8715,43.522804,-70.802277,215,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",28193,292,"Live individuals",2014,5,16,136,2456794,3,2014,5,20,140,2456798,3,"28193_Live individuals","Adults observed",FALSE,0,"28193_Live individuals_2014",14
8736,44.903229,-93.217445,248,"MN",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",28356,292,"Live individuals",2014,9,6,249,2456907,2,2014,9,7,250,2456908,1,"28356_Live individuals","Adults observed",FALSE,0,"28356_Live individuals_2014",10
8242,31.596231,-110.575493,1542,"AZ",1104,"Hirundo","rustica","barn swallow","Animalia",29638,292,"Live individuals",2014,3,27,86,2456744,37,2014,9,1,244,2456902,31,"29638_Live individuals","Adults observed",FALSE,0,"29638_Live individuals_2014",10
8418,32.363758,-94.873947,115,"TX",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",30980,292,"Live individuals",2014,4,2,92,2456750,3,2014,4,6,96,2456754,3,"30980_Live individuals","Adults observed",FALSE,0,"30980_Live individuals_2014",12
8496,46.328629,-96.061256,393,"MN",375,"Zenaida","macroura","mourning dove","Animalia",32296,292,"Live individuals",2014,1,23,23,2456681,5,2014,1,23,23,2456681,6,"32296_Live individuals","Adults observed",FALSE,0,"32296_Live individuals_2014",14
9344,35.640373,-83.692863,473,"TN",377,"Vireo","olivaceus","red-eyed vireo","Animalia",32889,293,"Calls or song (birds)",2014,5,11,131,2456789,NA,2014,5,11,131,2456789,NA,"32889_Calls or song (birds)","Adults observed",FALSE,0,"32889_Calls or song (birds)_2014",10
10145,42.602543,-83.250992,277,"MI",1193,"Setophaga","ruticilla","American redstart","Animalia",38839,293,"Calls or song (birds)",2014,5,6,126,2456784,NA,2014,5,6,126,2456784,1,"38839_Calls or song (birds)","Adults observed",FALSE,0,"38839_Calls or song (birds)_2014",10
10145,42.602543,-83.250992,277,"MI",360,"Icterus","galbula","Baltimore oriole","Animalia",38844,292,"Live individuals",2014,5,18,138,2456796,NA,2014,5,18,138,2456796,1,"38844_Live individuals","Adults observed",FALSE,0,"38844_Live individuals_2014",10
10145,42.602543,-83.250992,277,"MI",1104,"Hirundo","rustica","barn swallow","Animalia",38845,292,"Live individuals",2014,6,9,160,2456818,1,2014,6,9,160,2456818,2,"38845_Live individuals","Adults observed",FALSE,0,"38845_Live individuals_2014",13
10145,42.602543,-83.250992,277,"MI",1098,"Setophaga","virens","black-throated green warbler","Animalia",38850,293,"Calls or song (birds)",2014,5,4,124,2456782,1,2014,5,7,127,2456785,1,"38850_Calls or song (birds)","Adults observed",FALSE,0,"38850_Calls or song (birds)_2014",9
10145,42.602543,-83.250992,277,"MI",1085,"Buteo","platypterus","broad-winged hawk","Animalia",38856,292,"Live individuals",2014,1,19,19,2456677,13,2014,1,19,19,2456677,1,"38856_Live individuals","Adults observed",FALSE,0,"38856_Live individuals_2014",9
10145,42.602543,-83.250992,277,"MI",363,"Molothrus","ater","brown-headed cowbird","Animalia",38857,292,"Live individuals",2014,4,10,100,2456758,NA,2014,4,11,101,2456759,2,"38857_Live individuals","Adults observed",FALSE,0,"38857_Live individuals_2014",13
10145,42.602543,-83.250992,277,"MI",1093,"Chaetura","pelagica","chimney swift","Animalia",38864,292,"Live individuals",2014,5,26,146,2456804,1,2014,5,27,147,2456805,2,"38864_Live individuals","Adults observed",FALSE,0,"38864_Live individuals_2014",13
10145,42.602543,-83.250992,277,"MI",355,"Troglodytes","aedon","house wren","Animalia",38908,292,"Live individuals",2014,5,5,125,2456783,NA,2014,5,5,125,2456783,1,"38908_Live individuals","Adults observed",FALSE,0,"38908_Live individuals_2014",13
10145,42.602543,-83.250992,277,"MI",248,"Pandion","haliaetus","osprey","Animalia",38931,292,"Live individuals",2014,5,2,122,2456780,NA,2014,5,2,122,2456780,1,"38931_Live individuals","Adults observed",FALSE,0,"38931_Live individuals_2014",9
10145,42.602543,-83.250992,277,"MI",359,"Agelaius","phoeniceus","red-winged blackbird","Animalia",38946,292,"Live individuals",2014,3,13,72,2456730,NA,2014,3,13,72,2456730,1,"38946_Live individuals","Adults observed",FALSE,0,"38946_Live individuals_2014",13
10145,42.602543,-83.250992,277,"MI",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",38951,292,"Live individuals",2014,5,9,129,2456787,NA,2014,5,9,129,2456787,1,"38951_Live individuals","Adults observed",FALSE,0,"38951_Live individuals_2014",11
9652,44.768246,-94.155746,309,"MN",246,"Turdus","migratorius","American robin","Animalia",40107,292,"Live individuals",2014,3,19,78,2456736,NA,2014,11,19,323,2456981,NA,"40107_Live individuals","Adults observed",FALSE,0,"40107_Live individuals_2014",13
9652,44.768246,-94.155746,309,"MN",375,"Zenaida","macroura","mourning dove","Animalia",40109,292,"Live individuals",2014,7,26,207,2456865,NA,2014,7,26,207,2456865,NA,"40109_Live individuals","Adults observed",FALSE,0,"40109_Live individuals_2014",11
9652,44.768246,-94.155746,309,"MN",1095,"Chordeiles","minor","common nighthawk","Animalia",40112,292,"Live individuals",2014,7,26,207,2456865,77,2014,7,26,207,2456865,NA,"40112_Live individuals","Adults observed",FALSE,0,"40112_Live individuals_2014",13
10717,38.285664,-111.246605,1790,"UT",246,"Turdus","migratorius","American robin","Animalia",42593,292,"Live individuals",2014,3,26,85,2456743,1,2014,3,27,86,2456744,1,"42593_Live individuals","Adults observed",FALSE,0,"42593_Live individuals_2014",11
11598,43.073357,-71.150681,79,"NH",243,"Gavia","immer","common loon","Animalia",48357,292,"Live individuals",2014,4,20,110,2456768,7,2014,5,11,131,2456789,2,"48357_Live individuals","Adults observed",FALSE,0,"48357_Live individuals_2014",13
6102,32.23188,-110.951012,737,"AZ",353,"Archilochus","alexandri","black-chinned hummingbird","Animalia",49640,292,"Live individuals",2014,9,14,257,2456915,3,2014,9,14,257,2456915,2,"49640_Live individuals","Adults observed",FALSE,0,"49640_Live individuals_2014",9
17414,42.936153,-73.433449,147,"NY",1124,"Tachycineta","bicolor","tree swallow","Animalia",66940,292,"Live individuals",2014,4,11,101,2456759,5,2014,5,1,121,2456779,5,"66940_Live individuals","Adults observed",FALSE,0,"66940_Live individuals_2014",12
9341,35.639874,-83.687721,508,"TN",1098,"Setophaga","virens","black-throated green warbler","Animalia",75375,293,"Calls or song (birds)",2014,4,8,98,2456756,NA,2014,5,20,140,2456798,NA,"75375_Calls or song (birds)","Adults observed",FALSE,0,"75375_Calls or song (birds)_2014",13
9342,35.644516,-83.68988,500,"TN",1236,"Setophaga","citrina","hooded warbler","Animalia",75388,292,"Live individuals",2014,4,12,102,2456760,NA,2014,4,12,102,2456760,NA,"75388_Live individuals","Adults observed",FALSE,0,"75388_Live individuals_2014",10
9340,35.642353,-83.687431,513,"TN",1236,"Setophaga","citrina","hooded warbler","Animalia",75396,293,"Calls or song (birds)",2014,4,12,102,2456760,NA,2014,5,17,137,2456795,175,"75396_Calls or song (birds)","Adults observed",FALSE,0,"75396_Calls or song (birds)_2014",9
8806,35.640625,-83.689034,500,"TN",1098,"Setophaga","virens","black-throated green warbler","Animalia",75401,293,"Calls or song (birds)",2014,5,9,129,2456787,NA,2014,5,9,129,2456787,NA,"75401_Calls or song (birds)","Adults observed",FALSE,0,"75401_Calls or song (birds)_2014",14
8806,35.640625,-83.689034,500,"TN",1230,"Setophaga","americana","northern parula","Animalia",75406,293,"Calls or song (birds)",2014,4,25,115,2456773,NA,2014,4,25,115,2456773,NA,"75406_Calls or song (birds)","Adults observed",FALSE,0,"75406_Calls or song (birds)_2014",11
8806,35.640625,-83.689034,500,"TN",377,"Vireo","olivaceus","red-eyed vireo","Animalia",75407,293,"Calls or song (birds)",2014,5,9,129,2456787,NA,2014,5,9,129,2456787,NA,"75407_Calls or song (birds)","Adults observed",FALSE,0,"75407_Calls or song (birds)_2014",14
681,41.296783,-105.5746,2199,"WY",246,"Turdus","migratorius","American robin","Animalia",6025,292,"Live individuals",2015,3,22,81,2457104,NA,2015,3,23,82,2457105,7,"6025_Live individuals","Adults observed",FALSE,0,"6025_Live individuals_2015",10
5428,48.033489,-122.598724,14,"WA",240,"Spinus","tristis","American goldfinch","Animalia",11347,292,"Live individuals",2015,3,26,85,2457108,NA,2015,9,11,254,2457277,6,"11347_Live individuals","Adults observed",FALSE,0,"11347_Live individuals_2015",14
5582,45.195858,-70.45369,366,"ME",243,"Gavia","immer","common loon","Animalia",12467,293,"Calls or song (birds)",2015,5,21,141,2457164,7,2015,5,29,149,2457172,12,"12467_Calls or song (birds)","Adults observed",FALSE,0,"12467_Calls or song (birds)_2015",12
5583,45.196041,-70.459015,368,"ME",243,"Gavia","immer","common loon","Animalia",12472,292,"Live individuals",2015,5,21,141,2457164,7,2015,7,10,191,2457214,38,"12472_Live individuals","Adults observed",FALSE,0,"12472_Live individuals_2015",12
5674,44.910587,-70.266861,261,"ME",246,"Turdus","migratorius","American robin","Animalia",12709,292,"Live individuals",2015,3,8,67,2457090,7,2015,3,8,67,2457090,7,"12709_Live individuals","Adults observed",FALSE,0,"12709_Live individuals_2015",13
5674,44.910587,-70.266861,261,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12712,292,"Live individuals",2015,5,11,131,2457154,7,2015,8,9,221,2457244,NA,"12712_Live individuals","Adults observed",FALSE,0,"12712_Live individuals_2015",14
2803,39.971001,-105.397003,2329,"CO",246,"Turdus","migratorius","American robin","Animalia",16046,292,"Live individuals",2015,3,15,74,2457097,1,2015,4,11,101,2457124,13,"16046_Live individuals","Adults observed",FALSE,0,"16046_Live individuals_2015",15
2803,39.971001,-105.397003,2329,"CO",354,"Selasphorus","platycercus","broad-tailed hummingbird","Animalia",16048,292,"Live individuals",2015,4,24,114,2457137,13,2015,4,24,114,2457137,2,"16048_Live individuals","Adults observed",FALSE,0,"16048_Live individuals_2015",15
2803,39.971001,-105.397003,2329,"CO",357,"Sialia","mexicana","western bluebird","Animalia",16214,292,"Live individuals",2015,4,7,97,2457120,2,2015,4,7,97,2457120,4,"16214_Live individuals","Adults observed",FALSE,0,"16214_Live individuals_2015",14
6481,42.456135,-72.344215,265,"MA",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",19040,292,"Live individuals",2015,7,11,192,2457215,NA,2015,9,14,257,2457280,NA,"19040_Live individuals","Adults observed",FALSE,0,"19040_Live individuals_2015",9
8242,31.596231,-110.575493,1542,"AZ",353,"Archilochus","alexandri","black-chinned hummingbird","Animalia",23606,292,"Live individuals",2015,3,23,82,2457105,43,2015,11,18,322,2457345,NA,"23606_Live individuals","Adults observed",FALSE,0,"23606_Live individuals_2015",10
8496,46.328629,-96.061256,393,"MN",246,"Turdus","migratorius","American robin","Animalia",25780,292,"Live individuals",2015,3,14,73,2457096,6,2015,8,14,226,2457249,7,"25780_Live individuals","Adults observed",FALSE,0,"25780_Live individuals_2015",14
8496,46.328629,-96.061256,393,"MN",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",25784,292,"Live individuals",2015,5,16,136,2457159,7,2015,8,21,233,2457256,28,"25784_Live individuals","Adults observed",FALSE,0,"25784_Live individuals_2015",14
8496,46.328629,-96.061256,393,"MN",1104,"Hirundo","rustica","barn swallow","Animalia",25894,292,"Live individuals",2015,4,29,119,2457142,1,2015,8,21,233,2457256,28,"25894_Live individuals","Adults observed",FALSE,0,"25894_Live individuals_2015",14
8496,46.328629,-96.061256,393,"MN",1117,"Sayornis","phoebe","eastern phoebe","Animalia",25896,292,"Live individuals",2015,4,12,102,2457125,5,2015,4,16,106,2457129,3,"25896_Live individuals","Adults observed",FALSE,0,"25896_Live individuals_2015",9
8496,46.328629,-96.061256,393,"MN",355,"Troglodytes","aedon","house wren","Animalia",25897,292,"Live individuals",2015,4,28,118,2457141,6,2015,4,28,118,2457141,1,"25897_Live individuals","Adults observed",FALSE,0,"25897_Live individuals_2015",14
8496,46.328629,-96.061256,393,"MN",1124,"Tachycineta","bicolor","tree swallow","Animalia",25899,292,"Live individuals",2015,4,12,102,2457125,5,2015,7,8,189,2457212,7,"25899_Live individuals","Adults observed",FALSE,0,"25899_Live individuals_2015",14
8715,43.522804,-70.802277,215,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",28193,292,"Live individuals",2015,5,13,133,2457156,7,2015,5,20,140,2457163,7,"28193_Live individuals","Adults observed",FALSE,0,"28193_Live individuals_2015",14
8736,44.903229,-93.217445,248,"MN",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",28356,292,"Live individuals",2015,8,4,216,2457239,1,2015,8,4,216,2457239,1,"28356_Live individuals","Adults observed",FALSE,0,"28356_Live individuals_2015",10
8242,31.596231,-110.575493,1542,"AZ",1104,"Hirundo","rustica","barn swallow","Animalia",29638,292,"Live individuals",2015,4,13,103,2457126,21,2015,8,23,235,2457258,69,"29638_Live individuals","Adults observed",FALSE,0,"29638_Live individuals_2015",10
8418,32.363758,-94.873947,115,"TX",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",30980,292,"Live individuals",2015,3,25,84,2457107,3,2015,3,29,88,2457111,3,"30980_Live individuals","Adults observed",FALSE,0,"30980_Live individuals_2015",12
8496,46.328629,-96.061256,393,"MN",375,"Zenaida","macroura","mourning dove","Animalia",32296,292,"Live individuals",2015,1,5,5,2457028,3,2015,1,9,9,2457032,6,"32296_Live individuals","Adults observed",FALSE,0,"32296_Live individuals_2015",14
10145,42.602543,-83.250992,277,"MI",1193,"Setophaga","ruticilla","American redstart","Animalia",38839,293,"Calls or song (birds)",2015,5,1,121,2457144,1,2015,5,1,121,2457144,1,"38839_Calls or song (birds)","Adults observed",FALSE,0,"38839_Calls or song (birds)_2015",10
10145,42.602543,-83.250992,277,"MI",1104,"Hirundo","rustica","barn swallow","Animalia",38845,292,"Live individuals",2015,5,23,143,2457166,NA,2015,5,23,143,2457166,1,"38845_Live individuals","Adults observed",FALSE,0,"38845_Live individuals_2015",13
10145,42.602543,-83.250992,277,"MI",1098,"Setophaga","virens","black-throated green warbler","Animalia",38850,293,"Calls or song (birds)",2015,5,5,125,2457148,NA,2015,5,5,125,2457148,1,"38850_Calls or song (birds)","Adults observed",FALSE,0,"38850_Calls or song (birds)_2015",9
10145,42.602543,-83.250992,277,"MI",1085,"Buteo","platypterus","broad-winged hawk","Animalia",38856,292,"Live individuals",2015,4,19,109,2457132,NA,2015,4,19,109,2457132,1,"38856_Live individuals","Adults observed",FALSE,0,"38856_Live individuals_2015",9
10145,42.602543,-83.250992,277,"MI",363,"Molothrus","ater","brown-headed cowbird","Animalia",38857,292,"Live individuals",2015,4,12,102,2457125,1,2015,4,12,102,2457125,1,"38857_Live individuals","Adults observed",FALSE,0,"38857_Live individuals_2015",13
10145,42.602543,-83.250992,277,"MI",1093,"Chaetura","pelagica","chimney swift","Animalia",38864,292,"Live individuals",2015,6,18,169,2457192,1,2015,6,18,169,2457192,1,"38864_Live individuals","Adults observed",FALSE,0,"38864_Live individuals_2015",13
10145,42.602543,-83.250992,277,"MI",355,"Troglodytes","aedon","house wren","Animalia",38908,292,"Live individuals",2015,7,3,184,2457207,1,2015,7,3,184,2457207,1,"38908_Live individuals","Adults observed",FALSE,0,"38908_Live individuals_2015",13
10145,42.602543,-83.250992,277,"MI",359,"Agelaius","phoeniceus","red-winged blackbird","Animalia",38946,292,"Live individuals",2015,3,16,75,2457098,NA,2015,3,16,75,2457098,1,"38946_Live individuals","Adults observed",FALSE,0,"38946_Live individuals_2015",13
10145,42.602543,-83.250992,277,"MI",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",38951,292,"Live individuals",2015,5,9,129,2457152,NA,2015,5,9,129,2457152,1,"38951_Live individuals","Adults observed",FALSE,0,"38951_Live individuals_2015",11
9652,44.768246,-94.155746,309,"MN",246,"Turdus","migratorius","American robin","Animalia",40107,292,"Live individuals",2015,3,16,75,2457098,NA,2015,11,23,327,2457350,NA,"40107_Live individuals","Adults observed",FALSE,0,"40107_Live individuals_2015",13
9652,44.768246,-94.155746,309,"MN",240,"Spinus","tristis","American goldfinch","Animalia",40108,292,"Live individuals",2015,5,13,133,2457156,NA,2015,5,13,133,2457156,NA,"40108_Live individuals","Adults observed",FALSE,0,"40108_Live individuals_2015",10
9652,44.768246,-94.155746,309,"MN",375,"Zenaida","macroura","mourning dove","Animalia",40109,292,"Live individuals",2015,4,16,106,2457129,NA,2015,4,28,118,2457141,NA,"40109_Live individuals","Adults observed",FALSE,0,"40109_Live individuals_2015",11
9652,44.768246,-94.155746,309,"MN",1095,"Chordeiles","minor","common nighthawk","Animalia",40112,292,"Live individuals",2015,5,12,132,2457155,NA,2015,5,12,132,2457155,NA,"40112_Live individuals","Adults observed",FALSE,0,"40112_Live individuals_2015",13
10717,38.285664,-111.246605,1790,"UT",246,"Turdus","migratorius","American robin","Animalia",42593,292,"Live individuals",2015,3,23,82,2457105,24,2015,3,23,82,2457105,6,"42593_Live individuals","Adults observed",FALSE,0,"42593_Live individuals_2015",11
11598,43.073357,-71.150681,79,"NH",243,"Gavia","immer","common loon","Animalia",48357,292,"Live individuals",2015,4,16,106,2457129,NA,2015,5,21,141,2457164,8,"48357_Live individuals","Adults observed",FALSE,0,"48357_Live individuals_2015",13
